"State","Year","under19_pop_prct","white_pop_prct"
"AK",1990,0.347539265123172,0.765016537439679
"AK",1991,0.346412530494061,0.765286490714548
"AK",1992,0.341305780519622,0.763146809435808
"AK",1993,0.339367934978446,0.759043561237972
"AK",1994,0.337477706246229,0.756950015580765
"AK",1995,0.332948386200142,0.756048854092904
"AK",1996,0.331755314516513,0.752205583918997
"AK",1997,0.334260516046515,0.747034102922175
"AK",1998,0.338179026086732,0.742913738926205
"AK",1999,0.334079730592738,0.739544703006983
"AK",2000,0.331315698536379,0.734272560644497
"AK",2001,0.328133826931392,0.731904297522226
"AK",2002,0.324572615309409,0.729691735023827
"AK",2003,0.319800312763142,0.727222114266503
"AK",2004,0.314456851806348,0.725733596648495
"AK",2005,0.308537722694191,0.723734755137597
"AK",2006,0.304853236033656,0.722571530959482
"AK",2007,0.300815816551521,0.720877554020285
"AK",2008,0.296803427133412,0.718541577266876
"AK",2009,0.296694067063007,0.715224747637342
"AK",2010,0.291888333263296,0.713930327352187
"AK",2011,0.288522256442071,0.711177242815678
"AK",2012,0.28389210383288,0.708088105437385
"AK",2013,0.280868250961919,0.70483591744588
"AK",2014,0.278504325103255,0.702238133978375
"AK",2015,0.276244816935097,0.699490710483283
"AK",2016,0.275455320342677,0.696079066053818
"AK",2017,0.274023252670001,0.691764228741382
"AK",2018,0.271834306165229,0.68961516121441
"AK",2019,0.269090759966919,0.688236540472561
"AL",1990,0.293292313314264,0.737709487895843
"AL",1991,0.290530050576265,0.736439159670918
"AL",1992,0.28853297076033,0.734634019047601
"AL",1993,0.287659442997749,0.732866863050229
"AL",1994,0.287242774977589,0.73103793246795
"AL",1995,0.287985943027369,0.729401647737851
"AL",1996,0.286678309584951,0.72844255341943
"AL",1997,0.286839662220248,0.726852162406263
"AL",1998,0.28428081724503,0.726051552647955
"AL",1999,0.283480142054169,0.724877154022863
"AL",2000,0.28196276290252,0.723209992064549
"AL",2001,0.279707558855537,0.721999161077206
"AL",2002,0.277770151441188,0.720903535621725
"AL",2003,0.27593016173453,0.719849556710561
"AL",2004,0.274756446479143,0.718606431768486
"AL",2005,0.273244044330119,0.717546591156515
"AL",2006,0.27212749415044,0.71595886870134
"AL",2007,0.271355107386514,0.71490421242756
"AL",2008,0.270570424436746,0.713520350743482
"AL",2009,0.268805310199502,0.712325801639282
"AL",2010,0.265899227176118,0.711085319898684
"AL",2011,0.262316711845568,0.710107314564554
"AL",2012,0.259258474769852,0.70832783037087
